Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
September 30 2023,Harnett,NC,Passenger,4.00,0.00,4.00,136.00,140.00,2.86
August 31 2019,Lake,IL,Passenger,1.00,0.00,1.00,175.00,176.00,0.57
October 31 2018,Rogers,OK,Passenger,1.00,0.00,1.00,7.00,8.00,12.50
December 31 2023,Rockingham,NH,Passenger,1.00,0.00,1.00,10.00,11.00,9.09
August 31 2023,Whatcom,WA,Truck,66.00,0.00,66.00,42603.00,42669.00,0.15
January 31 2023,Grant,WA,Truck,5.00,0.00,5.00,28015.00,28020.00,0.02
June 30 2019,Wahkiakum,WA,Truck,0.00,0.00,0.00,1755.00,1755.00,0.00
June 30 2022,San Juan,WA,Passenger,513.00,157.00,670.00,14056.00,14726.00,4.55
November 30 2018,Ferry,WA,Passenger,3.00,2.00,5.00,4384.00,4389.00,0.11
April 30 2019,Harnett,NC,Passenger,1.00,1.00,2.00,222.00,224.00,0.89
February 28 2023,Carroll,MD,Passenger,0.00,1.00,1.00,19.00,20.00,5.00
December 31 2017,Ramsey,MN,Passenger,1.00,0.00,1.00,40.00,41.00,2.44
September 30 2018,Marion,IN,Passenger,1.00,0.00,1.00,120.00,121.00,0.83
July 31 2018,Montgomery,PA,Passenger,2.00,0.00,2.00,34.00,36.00,5.56
December 31 2017,Shelby,TN,Passenger,0.00,1.00,1.00,107.00,108.00,0.93
November 30 2018,Thurston,WA,Truck,0.00,0.00,0.00,54920.00,54920.00,0.00
February 29 2020,Ada,ID,Passenger,0.00,1.00,1.00,301.00,302.00,0.33
February 28 2019,Duval,FL,Passenger,1.00,2.00,3.00,389.00,392.00,0.77
December 31 2022,Solano,CA,Passenger,2.00,0.00,2.00,153.00,155.00,1.29
March 31 2019,Denver,CO,Passenger,1.00,0.00,1.00,133.00,134.00,0.75
October 31 2019,King,WA,Passenger,21365.00,7390.00,28755.00,1395699.00,1424454.00,2.02
June 30 2018,Pend Oreille,WA,Passenger,5.00,5.00,10.00,9549.00,9559.00,0.10
April 30 2021,Miami-Dade,FL,Passenger,1.00,0.00,1.00,97.00,98.00,1.02
May 31 2023,Escambia,FL,Passenger,0.00,1.00,1.00,136.00,137.00,0.73
July 31 2023,Carroll,MD,Passenger,0.00,1.00,1.00,18.00,19.00,5.26
September 30 2021,Washtenaw,MI,Passenger,0.00,1.00,1.00,30.00,31.00,3.23
December 31 2018,Douglas,WA,Passenger,50.00,34.00,84.00,28006.00,28090.00,0.30
March 31 2021,Chesapeake,VA,Passenger,0.00,2.00,2.00,407.00,409.00,0.49
December 31 2022,Jefferson,WA,Truck,6.00,0.00,6.00,9358.00,9364.00,0.06
December 31 2022,Arapahoe,CO,Passenger,0.00,1.00,1.00,84.00,85.00,1.18
November 30 2021,Collier,FL,Passenger,1.00,0.00,1.00,21.00,22.00,4.55
February 28 2022,Santa Cruz,CA,Passenger,1.00,0.00,1.00,29.00,30.00,3.33
November 30 2020,Sumter,FL,Passenger,0.00,1.00,1.00,10.00,11.00,9.09
January 31 2019,Douglas,NE,Passenger,0.00,1.00,1.00,69.00,70.00,1.43
February 28 2021,RÃ­o Grande,PR,Passenger,1.00,0.00,1.00,1.00,2.00,50.00
August 31 2017,Yakima,WA,Passenger,54.00,67.00,121.00,160136.00,160257.00,0.08
February 29 2020,Yakima,WA,Passenger,123.00,116.00,239.00,165932.00,166171.00,0.14
September 30 2020,Ferry,WA,Passenger,8.00,3.00,11.00,4306.00,4317.00,0.25
November 30 2020,Shelby,OH,Passenger,0.00,1.00,1.00,2.00,3.00,33.33
June 30 2021,Columbia,WA,Passenger,6.00,2.00,8.00,2466.00,2474.00,0.32
May 31 2017,,,Passenger,2.00,0.00,2.00,458.00,460.00,0.43
July 31 2022,Duval,FL,Passenger,0.00,2.00,2.00,286.00,288.00,0.69
January 31 2019,Lee,AL,Passenger,1.00,0.00,1.00,35.00,36.00,2.78
September 30 2022,Yavapai,AZ,Passenger,0.00,1.00,1.00,23.00,24.00,4.17
March 31 2023,Jefferson,NY,Passenger,2.00,1.00,3.00,196.00,199.00,1.51
February 28 2021,New London,CT,Passenger,1.00,1.00,2.00,227.00,229.00,0.87
September 30 2023,Whatcom,WA,Passenger,2726.00,960.00,3686.00,147563.00,151249.00,2.44
March 31 2023,Pend Oreille,WA,Passenger,28.00,13.00,41.00,8921.00,8962.00,0.46
July 31 2021,Pacific,WA,Truck,0.00,0.00,0.00,7957.00,7957.00,0.00
June 30 2023,Deschutes,OR,Passenger,1.00,0.00,1.00,63.00,64.00,1.56
April 30 2017,Arlington,VA,Passenger,1.00,1.00,2.00,169.00,171.00,1.17
October 31 2023,Galveston,TX,Passenger,0.00,1.00,1.00,13.00,14.00,7.14
February 29 2020,Clallam,WA,Passenger,206.00,163.00,369.00,50804.00,51173.00,0.72
December 31 2018,Broward,FL,Passenger,2.00,1.00,3.00,130.00,133.00,2.26
February 28 2019,Santa Rosa,FL,Passenger,1.00,0.00,1.00,91.00,92.00,1.09
April 30 2023,Pulaski,MO,Passenger,2.00,0.00,2.00,93.00,95.00,2.11
July 31 2021,Ulster,NY,Passenger,1.00,0.00,1.00,13.00,14.00,7.14
December 31 2019,Ramsey,MN,Passenger,1.00,0.00,1.00,41.00,42.00,2.38
March 31 2017,Carroll,NH,Passenger,0.00,1.00,1.00,0.00,1.00,100.00
August 31 2020,Walla Walla,WA,Passenger,81.00,65.00,146.00,35880.00,36026.00,0.41
June 30 2022,Miami-Dade,FL,Passenger,1.00,0.00,1.00,77.00,78.00,1.28
April 30 2018,Maui,HI,Passenger,1.00,0.00,1.00,59.00,60.00,1.67
August 31 2018,San Francisco,CA,Passenger,1.00,1.00,2.00,124.00,126.00,1.59
February 28 2023,San Bernardino,CA,Passenger,3.00,1.00,4.00,308.00,312.00,1.28
November 30 2023,Bartow,GA,Passenger,0.00,1.00,1.00,3.00,4.00,25.00
November 30 2023,Charleston,SC,Passenger,1.00,2.00,3.00,47.00,50.00,6.00
November 30 2023,Walla Walla,WA,Truck,9.00,0.00,9.00,13572.00,13581.00,0.07
February 29 2020,Island,WA,Passenger,401.00,264.00,665.00,63417.00,64082.00,1.04
November 30 2019,Columbia,WA,Passenger,3.00,2.00,5.00,2444.00,2449.00,0.20
June 30 2019,Mecklenburg,NC,Passenger,1.00,0.00,1.00,87.00,88.00,1.14
August 31 2021,Frederick,MD,Passenger,1.00,1.00,2.00,68.00,70.00,2.86
May 31 2023,Bartow,GA,Passenger,0.00,1.00,1.00,4.00,5.00,20.00
March 31 2022,New York,NY,Passenger,1.00,0.00,1.00,41.00,42.00,2.38
September 30 2020,Montgomery,OH,Passenger,0.00,1.00,1.00,49.00,50.00,2.00
September 30 2023,Shelby,AL,Passenger,1.00,0.00,1.00,5.00,6.00,16.67
July 31 2021,Clark,WA,Truck,0.00,0.00,0.00,84234.00,84234.00,0.00
October 31 2017,Benton,WA,Truck,0.00,0.00,0.00,40389.00,40389.00,0.00
September 30 2023,Ferry,WA,Truck,0.00,0.00,0.00,3527.00,3527.00,0.00
August 31 2017,Riverside,CA,Passenger,1.00,2.00,3.00,769.00,772.00,0.39
June 30 2022,Lincoln,OR,Passenger,0.00,1.00,1.00,28.00,29.00,3.45
September 30 2020,Sedgwick,KS,Passenger,1.00,1.00,2.00,96.00,98.00,2.04
December 31 2023,El Dorado,CA,Passenger,1.00,0.00,1.00,17.00,18.00,5.56
September 30 2022,Deschutes,OR,Passenger,1.00,0.00,1.00,81.00,82.00,1.22
August 31 2023,Sarpy,NE,Passenger,1.00,0.00,1.00,52.00,53.00,1.89
October 31 2023,Douglas,WA,Truck,8.00,0.00,8.00,12966.00,12974.00,0.06
November 30 2023,Skagit,WA,Truck,30.00,0.00,30.00,31385.00,31415.00,0.10
August 31 2019,Ada,ID,Passenger,0.00,2.00,2.00,318.00,320.00,0.62
June 30 2019,Denver,CO,Passenger,1.00,0.00,1.00,133.00,134.00,0.75
January 31 2019,Norfolk,VA,Passenger,2.00,2.00,4.00,344.00,348.00,1.15
April 30 2020,Bucks,PA,Passenger,1.00,0.00,1.00,22.00,23.00,4.35
September 30 2017,San Juan,WA,Truck,0.00,0.00,0.00,5556.00,5556.00,0.00
August 31 2023,San Juan,WA,Truck,15.00,0.00,15.00,5922.00,5937.00,0.25
November 30 2023,Montgomery,OH,Passenger,0.00,1.00,1.00,38.00,39.00,2.56
July 31 2018,Pend Oreille,WA,Truck,0.00,0.00,0.00,5699.00,5699.00,0.00
March 31 2017,Volusia,FL,Passenger,0.00,1.00,1.00,49.00,50.00,2.00
February 28 2021,San Juan,WA,Passenger,383.00,118.00,501.00,14052.00,14553.00,3.44
July 31 2018,Adams,WA,Passenger,5.00,5.00,10.00,12637.00,12647.00,0.08
June 30 2019,Lewis,WA,Truck,0.00,0.00,0.00,25948.00,25948.00,0.00
February 28 2021,Travis,TX,Passenger,3.00,3.00,6.00,175.00,181.00,3.31
January 31 2023,Orange,NC,Passenger,0.00,1.00,1.00,6.00,7.00,14.29
January 31 2023,Eagle,CO,Passenger,1.00,0.00,1.00,7.00,8.00,12.50
April 30 2021,Eagle,CO,Passenger,1.00,0.00,1.00,9.00,10.00,10.00
October 31 2023,Kitsap,WA,Passenger,3707.00,1429.00,5136.00,174860.00,179996.00,2.85
November 30 2022,Harris,TX,Passenger,1.00,0.00,1.00,151.00,152.00,0.66
September 30 2022,Honolulu,HI,Passenger,4.00,3.00,7.00,355.00,362.00,1.93
September 30 2022,Anne Arundel,MD,Passenger,3.00,3.00,6.00,330.00,336.00,1.79
August 31 2023,Santa Clara,CA,Passenger,11.00,3.00,14.00,165.00,179.00,7.82
January 31 2023,Moore,NC,Passenger,0.00,1.00,1.00,108.00,109.00,0.92
May 31 2023,Spokane,WA,Passenger,2228.00,1063.00,3291.00,322519.00,325810.00,1.01
June 30 2017,Clark,WA,Truck,0.00,0.00,0.00,77639.00,77639.00,0.00
August 31 2019,Kern,CA,Passenger,0.00,1.00,1.00,225.00,226.00,0.44
October 31 2017,Travis,TX,Passenger,1.00,1.00,2.00,197.00,199.00,1.01
March 31 2018,Broward,FL,Passenger,0.00,1.00,1.00,133.00,134.00,0.75
September 30 2023,Ray,MO,Passenger,0.00,1.00,1.00,0.00,1.00,100.00
October 31 2023,San Bernardino,CA,Passenger,3.00,1.00,4.00,256.00,260.00,1.54
June 30 2019,Ferry,WA,Truck,0.00,0.00,0.00,3571.00,3571.00,0.00
October 31 2017,Sangamon,IL,Passenger,1.00,0.00,1.00,11.00,12.00,8.33
July 31 2021,Pierce,WA,Passenger,3636.00,2014.00,5650.00,559184.00,564834.00,1.00
February 29 2024,Klickitat,WA,Passenger,190.00,75.00,265.00,14643.00,14908.00,1.78
November 30 2019,San Diego,CA,Passenger,10.00,3.00,13.00,2796.00,2809.00,0.46
February 28 2022,Harford,MD,Passenger,1.00,1.00,2.00,49.00,51.00,3.92
April 30 2017,Marin,CA,Passenger,1.00,0.00,1.00,59.00,60.00,1.67
March 31 2020,Deschutes,OR,Passenger,4.00,0.00,4.00,153.00,157.00,2.55
February 28 2022,Pierce,WA,Truck,2.00,0.00,2.00,143934.00,143936.00,0.00
December 31 2022,Plaquemines,LA,Passenger,1.00,1.00,2.00,19.00,21.00,9.52
December 31 2017,San Mateo,CA,Passenger,0.00,1.00,1.00,149.00,150.00,0.67
October 31 2018,Twin Falls,ID,Passenger,0.00,1.00,1.00,23.00,24.00,4.17
August 31 2023,Champaign,IL,Passenger,1.00,0.00,1.00,13.00,14.00,7.14
August 31 2020,Goochland,VA,Passenger,3.00,2.00,5.00,259.00,264.00,1.89
September 30 2021,Powhatan,VA,Passenger,1.00,0.00,1.00,1.00,2.00,50.00
June 30 2023,Hamilton,OH,Passenger,1.00,0.00,1.00,31.00,32.00,3.12
February 29 2024,Rockingham,NH,Passenger,1.00,0.00,1.00,10.00,11.00,9.09
October 31 2021,Prince William,VA,Passenger,1.00,2.00,3.00,208.00,211.00,1.42
September 30 2022,Duval,FL,Passenger,0.00,2.00,2.00,280.00,282.00,0.71
April 30 2020,Fairbanks North Star,AK,Passenger,0.00,1.00,1.00,98.00,99.00,1.01
August 31 2020,Sacramento,CA,Passenger,1.00,1.00,2.00,276.00,278.00,0.72
June 30 2017,Benton,WA,Truck,0.00,0.00,0.00,40055.00,40055.00,0.00
March 31 2017,Snohomish,WA,Truck,1.00,0.00,1.00,122200.00,122201.00,0.00
October 31 2021,Douglas,WA,Truck,0.00,0.00,0.00,12675.00,12675.00,0.00
April 30 2018,Wahkiakum,WA,Truck,0.00,0.00,0.00,1668.00,1668.00,0.00
July 31 2023,San Joaquin,CA,Passenger,0.00,1.00,1.00,70.00,71.00,1.41
May 31 2020,Dallas,IA,Passenger,0.00,1.00,1.00,10.00,11.00,9.09
June 30 2023,Orange,CA,Passenger,8.00,3.00,11.00,319.00,330.00,3.33
September 30 2020,Stevens,WA,Truck,0.00,0.00,0.00,18701.00,18701.00,0.00
April 30 2022,Contra Costa,CA,Passenger,0.00,3.00,3.00,253.00,256.00,1.17
October 31 2022,Clallam,WA,Truck,7.00,0.00,7.00,21878.00,21885.00,0.03
November 30 2018,Pacific,WA,Truck,0.00,0.00,0.00,7608.00,7608.00,0.00
June 30 2022,Arapahoe,CO,Passenger,0.00,1.00,1.00,93.00,94.00,1.06
February 28 2018,Hamilton,IN,Passenger,1.00,0.00,1.00,51.00,52.00,1.92
April 30 2017,Collier,FL,Passenger,1.00,0.00,1.00,19.00,20.00,5.00
October 31 2021,Ray,MO,Passenger,0.00,1.00,1.00,1.00,2.00,50.00
December 31 2017,Douglas,WA,Passenger,38.00,33.00,71.00,27173.00,27244.00,0.26
January 31 2019,San Diego,CA,Passenger,10.00,2.00,12.00,2591.00,2603.00,0.46
October 31 2022,Maui,HI,Passenger,1.00,0.00,1.00,25.00,26.00,3.85
August 31 2018,Manatee,FL,Passenger,1.00,0.00,1.00,38.00,39.00,2.56
June 30 2017,Lewis,WA,Passenger,51.00,36.00,87.00,55550.00,55637.00,0.16
January 31 2017,Duval,FL,Passenger,1.00,1.00,2.00,378.00,380.00,0.53
December 31 2018,Stevens,WA,Truck,0.00,0.00,0.00,18759.00,18759.00,0.00
November 30 2017,Walla Walla,WA,Truck,0.00,0.00,0.00,13312.00,13312.00,0.00
August 31 2022,Monterey,CA,Passenger,0.00,3.00,3.00,141.00,144.00,2.08
July 31 2021,Klickitat,WA,Passenger,77.00,50.00,127.00,15336.00,15463.00,0.82
March 31 2018,Kent,MI,Passenger,0.00,1.00,1.00,34.00,35.00,2.86
August 31 2017,Marin,CA,Passenger,1.00,0.00,1.00,57.00,58.00,1.72
October 31 2023,Wichita,TX,Passenger,2.00,0.00,2.00,32.00,34.00,5.88
June 30 2023,Geary,KS,Passenger,1.00,0.00,1.00,69.00,70.00,1.43
November 30 2018,Eagle,CO,Passenger,1.00,0.00,1.00,5.00,6.00,16.67
May 31 2020,Twin Falls,ID,Passenger,0.00,1.00,1.00,28.00,29.00,3.45
December 31 2020,Benton,WA,Passenger,439.00,355.00,794.00,134942.00,135736.00,0.58
December 31 2020,Skamania,WA,Truck,0.00,0.00,0.00,4003.00,4003.00,0.00
October 31 2018,Pacific,WA,Truck,0.00,0.00,0.00,7628.00,7628.00,0.00
February 28 2019,Marion,OR,Passenger,1.00,0.00,1.00,120.00,121.00,0.83
March 31 2023,Rockdale,GA,Passenger,1.00,0.00,1.00,5.00,6.00,16.67
February 29 2024,Galveston,TX,Passenger,0.00,1.00,1.00,12.00,13.00,7.69
June 30 2017,Benton,WA,Passenger,148.00,143.00,291.00,128502.00,128793.00,0.23
October 31 2019,Charles,MD,Passenger,0.00,1.00,1.00,87.00,88.00,1.14
August 31 2021,Larimer,CO,Passenger,1.00,0.00,1.00,47.00,48.00,2.08
February 28 2019,Cowlitz,WA,Truck,0.00,0.00,0.00,28724.00,28724.00,0.00
May 31 2020,Stevens,WA,Truck,0.00,0.00,0.00,18595.00,18595.00,0.00
October 31 2019,Sacramento,CA,Passenger,0.00,1.00,1.00,307.00,308.00,0.32
November 30 2021,San Joaquin,CA,Passenger,1.00,1.00,2.00,101.00,103.00,1.94
August 31 2020,Portsmouth,VA,Passenger,0.00,1.00,1.00,75.00,76.00,1.32
September 30 2020,New York,NY,Passenger,1.00,0.00,1.00,59.00,60.00,1.67
August 31 2019,Broward,FL,Passenger,2.00,1.00,3.00,131.00,134.00,2.24
July 31 2021,Santa Cruz,CA,Passenger,1.00,0.00,1.00,28.00,29.00,3.45
February 28 2021,Flathead,MT,Passenger,1.00,0.00,1.00,52.00,53.00,1.89
May 31 2022,Clark,WA,Truck,5.00,0.00,5.00,82870.00,82875.00,0.01
April 30 2019,Cascade,MT,Passenger,0.00,1.00,1.00,63.00,64.00,1.56
February 29 2020,Lewis,WA,Passenger,108.00,107.00,215.00,59572.00,59787.00,0.36
August 31 2022,Pulaski,AR,Passenger,1.00,0.00,1.00,28.00,29.00,3.45
June 30 2020,Williamson,TX,Passenger,0.00,2.00,2.00,141.00,143.00,1.40
August 31 2019,Santa Cruz,CA,Passenger,1.00,0.00,1.00,40.00,41.00,2.44
June 30 2019,Sarasota,FL,Passenger,1.00,0.00,1.00,31.00,32.00,3.12
September 30 2023,Yellowstone,MT,Passenger,0.00,1.00,1.00,10.00,11.00,9.09
June 30 2018,Arlington,VA,Passenger,1.00,2.00,3.00,175.00,178.00,1.69
June 30 2018,Northampton,PA,Passenger,0.00,1.00,1.00,66.00,67.00,1.49
April 30 2023,Yakima,WA,Passenger,466.00,241.00,707.00,165934.00,166641.00,0.42
January 31 2020,Clark,NV,Passenger,4.00,2.00,6.00,707.00,713.00,0.84
August 31 2022,Ada,ID,Passenger,1.00,0.00,1.00,163.00,164.00,0.61
February 28 2023,Stafford,VA,Passenger,3.00,1.00,4.00,86.00,90.00,4.44
May 31 2022,Howard,IN,Passenger,0.00,1.00,1.00,4.00,5.00,20.00
October 31 2019,Snohomish,WA,Truck,0.00,0.00,0.00,122999.00,122999.00,0.00
September 30 2017,Columbia,WA,Passenger,1.00,1.00,2.00,2379.00,2381.00,0.08
February 28 2022,Nassau,NY,Passenger,3.00,0.00,3.00,32.00,35.00,8.57
February 29 2020,Washington,OR,Passenger,1.00,0.00,1.00,470.00,471.00,0.21
December 31 2023,Pitt,NC,Passenger,0.00,1.00,1.00,3.00,4.00,25.00
March 31 2020,King,WA,Passenger,23880.00,7718.00,31598.00,1396610.00,1428208.00,2.21
October 31 2018,Whatcom,WA,Passenger,700.00,340.00,1040.00,148776.00,149816.00,0.69
May 31 2022,Clackamas,OR,Passenger,2.00,0.00,2.00,153.00,155.00,1.29
April 30 2023,Mercer,NJ,Passenger,0.00,1.00,1.00,13.00,14.00,7.14
October 31 2017,Utah,UT,Passenger,0.00,1.00,1.00,148.00,149.00,0.67
April 30 2022,Spokane,WA,Truck,0.00,0.00,0.00,102332.00,102332.00,0.00
February 29 2020,Lewis,WA,Truck,0.00,0.00,0.00,26100.00,26100.00,0.00
January 31 2024,Nueces,TX,Passenger,1.00,1.00,2.00,42.00,44.00,4.55
January 31 2024,St. Louis,MN,Passenger,0.00,1.00,1.00,5.00,6.00,16.67
April 30 2022,Adams,WA,Passenger,16.00,10.00,26.00,12970.00,12996.00,0.20
August 31 2018,Grays Harbor,WA,Truck,0.00,0.00,0.00,20304.00,20304.00,0.00
October 31 2021,Onslow,NC,Passenger,0.00,1.00,1.00,174.00,175.00,0.57
April 30 2022,Sumter,SC,Passenger,0.00,1.00,1.00,31.00,32.00,3.12
December 31 2023,York,VA,Passenger,1.00,0.00,1.00,62.00,63.00,1.59
January 31 2023,Lee,AL,Passenger,1.00,0.00,1.00,14.00,15.00,6.67
January 31 2019,Douglas,WA,Passenger,51.00,35.00,86.00,28009.00,28095.00,0.31
April 30 2019,Cowlitz,WA,Passenger,89.00,101.00,190.00,72737.00,72927.00,0.26
September 30 2019,Kittitas,WA,Passenger,81.00,44.00,125.00,29830.00,29955.00,0.42
January 31 2024,Skamania,WA,Passenger,137.00,53.00,190.00,7751.00,7941.00,2.39
November 30 2021,Santa Clara,CA,Passenger,8.00,1.00,9.00,261.00,270.00,3.33
January 31 2022,Lewis,WA,Truck,0.00,0.00,0.00,26645.00,26645.00,0.00
October 31 2017,Hamilton,IN,Passenger,1.00,0.00,1.00,58.00,59.00,1.69
August 31 2020,Shelby,OH,Passenger,0.00,1.00,1.00,2.00,3.00,33.33
June 30 2018,Kitsap,WA,Passenger,796.00,460.00,1256.00,178497.00,179753.00,0.70
March 31 2022,Lewis,WA,Passenger,225.00,166.00,391.00,59469.00,59860.00,0.65
March 31 2023,Okanogan,WA,Truck,3.00,0.00,3.00,16495.00,16498.00,0.02
October 31 2018,Multnomah,OR,Passenger,3.00,4.00,7.00,769.00,776.00,0.90
December 31 2019,Ventura,CA,Passenger,0.00,2.00,2.00,308.00,310.00,0.65
May 31 2018,Lumpkin,GA,Passenger,1.00,0.00,1.00,7.00,8.00,12.50
July 31 2023,Thurston,WA,Passenger,3191.00,1256.00,4447.00,190075.00,194522.00,2.29
February 29 2020,Clallam,WA,Truck,1.00,0.00,1.00,21833.00,21834.00,0.00
January 31 2021,Philadelphia,PA,Passenger,1.00,0.00,1.00,61.00,62.00,1.61
April 30 2022,Yellowstone,MT,Passenger,0.00,1.00,1.00,25.00,26.00,3.85
October 31 2018,Thurston,WA,Passenger,663.00,551.00,1214.00,194985.00,196199.00,0.62
February 29 2020,Klickitat,WA,Passenger,49.00,41.00,90.00,15684.00,15774.00,0.57
January 31 2022,Adams,WA,Truck,0.00,0.00,0.00,5433.00,5433.00,0.00
June 30 2018,Charles,MD,Passenger,0.00,1.00,1.00,83.00,84.00,1.19
March 31 2023,Charleston,SC,Passenger,2.00,2.00,4.00,59.00,63.00,6.35
November 30 2022,St. Mary's,MD,Passenger,1.00,0.00,1.00,178.00,179.00,0.56
September 30 2017,Klickitat,WA,Passenger,23.00,26.00,49.00,14775.00,14824.00,0.33
July 31 2022,Placer,CA,Passenger,2.00,0.00,2.00,70.00,72.00,2.78
August 31 2021,Flathead,MT,Passenger,1.00,0.00,1.00,50.00,51.00,1.96
September 30 2022,Fulton,GA,Passenger,1.00,0.00,1.00,69.00,70.00,1.43
December 31 2020,Anchorage,AK,Passenger,1.00,0.00,1.00,152.00,153.00,0.65
July 31 2023,DeKalb,GA,Passenger,2.00,0.00,2.00,38.00,40.00,5.00
January 31 2018,Sacramento,CA,Passenger,1.00,1.00,2.00,317.00,319.00,0.63
October 31 2020,Nueces,TX,Passenger,1.00,0.00,1.00,85.00,86.00,1.16
May 31 2017,Moore,NC,Passenger,0.00,1.00,1.00,201.00,202.00,0.50
April 30 2021,Lake,IL,Passenger,2.00,0.00,2.00,167.00,169.00,1.18
November 30 2022,San Juan,WA,Passenger,553.00,168.00,721.00,13966.00,14687.00,4.91
October 31 2021,Douglas,NE,Passenger,1.00,1.00,2.00,54.00,56.00,3.57
February 28 2021,Philadelphia,PA,Passenger,1.00,0.00,1.00,60.00,61.00,1.64
March 31 2017,Essex,NJ,Passenger,1.00,0.00,1.00,18.00,19.00,5.26
June 30 2019,Snohomish,WA,Passenger,3472.00,1593.00,5065.00,531401.00,536466.00,0.94
March 31 2021,Pierce,WA,Truck,0.00,0.00,0.00,145274.00,145274.00,0.00
February 28 2023,Yuba,CA,Passenger,1.00,0.00,1.00,57.00,58.00,1.72
February 28 2017,Alameda,CA,Passenger,3.00,1.00,4.00,394.00,398.00,1.01
April 30 2019,Alameda,CA,Passenger,2.00,2.00,4.00,321.00,325.00,1.23
May 31 2022,Clark,WA,Passenger,3935.00,1734.00,5669.00,316542.00,322211.00,1.76
April 30 2023,Okanogan,WA,Passenger,120.00,58.00,178.00,26111.00,26289.00,0.68
October 31 2022,Kitsap,WA,Truck,25.00,0.00,25.00,53061.00,53086.00,0.05
July 31 2020,Spokane,WA,Truck,1.00,0.00,1.00,98959.00,98960.00,0.00
April 30 2019,Columbia,WA,Truck,0.00,0.00,0.00,1531.00,1531.00,0.00
April 30 2017,Kittitas,WA,Passenger,22.00,17.00,39.00,27200.00,27239.00,0.14
August 31 2021,Benton,WA,Passenger,565.00,409.00,974.00,136140.00,137114.00,0.71
June 30 2021,Garfield,WA,Passenger,0.00,3.00,3.00,1373.00,1376.00,0.22
November 30 2021,Howard,MD,Passenger,0.00,2.00,2.00,62.00,64.00,3.12
April 30 2021,Columbia,OR,Passenger,1.00,0.00,1.00,20.00,21.00,4.76
June 30 2022,King,WA,Passenger,40710.00,11306.00,52016.00,1347586.00,1399602.00,3.72
November 30 2020,Polk,FL,Passenger,1.00,0.00,1.00,69.00,70.00,1.43
May 31 2018,Hamilton,TN,Passenger,1.00,0.00,1.00,23.00,24.00,4.17
December 31 2022,Muscogee,GA,Passenger,0.00,1.00,1.00,114.00,115.00,0.87
October 31 2021,Sevier,AR,Passenger,0.00,1.00,1.00,0.00,1.00,100.00
October 31 2018,Camden,NJ,Passenger,0.00,1.00,1.00,27.00,28.00,3.57
August 31 2020,Larimer,CO,Passenger,1.00,0.00,1.00,49.00,50.00,2.00
December 31 2023,Collier,FL,Passenger,1.00,0.00,1.00,13.00,14.00,7.14
April 30 2017,Pima,AZ,Passenger,0.00,2.00,2.00,451.00,453.00,0.44
November 30 2022,Gwinnett,GA,Passenger,1.00,0.00,1.00,50.00,51.00,1.96
April 30 2023,Collin,TX,Passenger,4.00,0.00,4.00,53.00,57.00,7.02
August 31 2023,Hennepin,MN,Passenger,1.00,0.00,1.00,34.00,35.00,2.86
August 31 2020,Camden,NJ,Passenger,0.00,1.00,1.00,23.00,24.00,4.17
April 30 2022,Williamsburg,VA,Passenger,0.00,1.00,1.00,6.00,7.00,14.29
April 30 2017,New Haven,CT,Passenger,0.00,1.00,1.00,59.00,60.00,1.67
January 31 2019,Skamania,WA,Truck,0.00,0.00,0.00,4007.00,4007.00,0.00
December 31 2020,Arapahoe,CO,Passenger,1.00,0.00,1.00,131.00,132.00,0.76
January 31 2020,Franklin,WA,Truck,0.00,0.00,0.00,19847.00,19847.00,0.00
February 28 2021,Carson City,NV,Passenger,1.00,0.00,1.00,12.00,13.00,7.69
May 31 2021,Louisa,VA,Passenger,0.00,1.00,1.00,1.00,2.00,50.00
September 30 2022,Contra Costa,CA,Passenger,0.00,3.00,3.00,226.00,229.00,1.31
October 31 2023,Douglas,CO,Passenger,0.00,1.00,1.00,44.00,45.00,2.22
August 31 2023,Howard,MD,Passenger,0.00,2.00,2.00,52.00,54.00,3.70
July 31 2023,Ulster,NY,Passenger,1.00,0.00,1.00,8.00,9.00,11.11
July 31 2022,Clinton,PA,Passenger,1.00,0.00,1.00,1.00,2.00,50.00
September 30 2021,Harford,MD,Passenger,0.00,1.00,1.00,53.00,54.00,1.85
January 31 2018,San Juan,WA,Truck,0.00,0.00,0.00,5641.00,5641.00,0.00
February 28 2018,Nassau,NY,Passenger,1.00,0.00,1.00,39.00,40.00,2.50
July 31 2017,Tarrant,TX,Passenger,1.00,0.00,1.00,241.00,242.00,0.41
January 31 2022,St. Mary's,MD,Passenger,1.00,0.00,1.00,201.00,202.00,0.50
April 30 2020,Pinal,AZ,Passenger,1.00,0.00,1.00,192.00,193.00,0.52
June 30 2018,Twin Falls,ID,Passenger,0.00,1.00,1.00,23.00,24.00,4.17
April 30 2022,Lake,IN,Passenger,0.00,1.00,1.00,9.00,10.00,10.00
April 30 2023,Pierce,WA,Truck,140.00,0.00,140.00,137746.00,137886.00,0.10
August 31 2023,San Juan,WA,Passenger,643.00,175.00,818.00,13752.00,14570.00,5.61
September 30 2020,Bucks,PA,Passenger,1.00,0.00,1.00,22.00,23.00,4.35
